prediction_date,region,n_watchlist,n_predicted,n_with_gap,rated_mean,crowd_lo,crowd_hi,rated_median_votes,runtime_min,vote_average_min,vote_count_min,popularity_min,runtime_max,vote_average_max,vote_count_max,popularity_max,film_year_min,film_year_max,genre_vocab,recent_from,recent_mean,n_coming_watchlist,n_coming_popular,no_runtime_yet
2026-09-21,GB,4031,3924,3663,3.560822147651007,5.712275,8.30405,2404.0,45.0,4.291,7.0,0.3222,345.0,8.687,40184.0,690.8873,1922,2026,Action|Adventure|Animation|Comedy|Crime|Drama|Family|Fantasy|History|Horror|Music|Mystery|Romance|Science Fiction|Thriller|War,2020,3.1008902077151337,11,18,How to Rob a Bank|Klara and the Sun|Ramayana|THE FURTHER MIS-ADVENTURES OF CLIFF BOOTH|The Hunger Games: Sunrise on the Reaping|The Social Reckoning
