n_rated,n_train,n_test,first_watched,last_watched,median_rating,mae_m0,mae_m1,mae_m2,mae_m3,mae_deploy,mae_nocrowd,gain_vs_crowd,gain_ci_lo,gain_ci_hi,spearman_model,spearman_crowd,spearman_diff,spearman_ci_lo,spearman_ci_hi
1192,953,239,2021-12-25,2026-08-31,3.5,0.6820083682008368,0.6562145972761625,0.5657461645746164,0.5544912025778308,0.545040485675076,0.5704694851450018,0.11117411160108648,0.059073035816476674,0.16591846320051784,0.6117648087010279,0.3397003361156868,0.2720644725853411,0.15745807855334717,0.3888961851085687
