prediction_date,region,n_watchlist,n_predicted,n_with_gap,rated_mean,crowd_lo,crowd_hi,rated_median_votes,rated_votes_p75,runtime_min,vote_average_min,vote_count_min,popularity_min,runtime_max,vote_average_max,vote_count_max,popularity_max,film_year_min,film_year_max,genre_vocab,recent_from,recent_mean,n_coming_watchlist,n_coming_popular,no_runtime_yet
2026-09-24,US,2812,2656,2389,3.899108138238573,5.600874999999999,8.2,1576.5,4033.0,17,4.413,3,0.3222,215,8.73,32903,383.2533,1927,2026,Action|Adventure|Animation|Comedy|Crime|Drama|Fantasy|History|Horror|Music|Mystery|Romance|Science Fiction|Thriller,2020,3.7541528239202657,16,20,Ghost Soldier|Hexed|How to Rob a Bank|Samo Lives|The Further Mis-Adventures of Cliff Booth|The Hunger Games: Sunrise on the Reaping
