n_rated,n_train,n_test,first_watched,last_watched,median_rating,mae_m0,mae_m1,mae_m2,mae_m3,mae_deploy,mae_nocrowd,gain_vs_crowd,gain_ci_lo,gain_ci_hi,spearman_model,spearman_crowd,spearman_diff,spearman_ci_lo,spearman_ci_hi
897,717,180,2020-08-18,2026-09-21,4.0,0.575,0.5910124378929729,0.5492750062166885,0.5603944440229636,0.5850526267593386,0.5944568042088274,0.005959811133634307,-0.015450665411402048,0.02713491428516672,0.3129538210540157,0.2379952460715907,0.074958574982425,-0.0719985130712847,0.22071949521784995
