n_rated,n_train,n_test,first_watched,last_watched,median_rating,mae_m0,mae_m1,mae_m2,mae_m3,mae_deploy,mae_nocrowd,gain_vs_crowd,gain_ci_lo,gain_ci_hi,spearman_model,spearman_crowd,spearman_diff,spearman_ci_lo,spearman_ci_hi
426,340,86,2022-04-04,2026-09-16,3.5,0.7790697674418605,0.6369061008307163,0.580077519379845,0.575180433587084,0.5851215166474141,0.6789584946929317,0.05178458418330223,-0.008287873536518624,0.10803183312998434,0.6031256269237228,0.5800932683140451,0.023032358609677783,-0.0742801410673321,0.12336955210164825
