prediction_date,region,n_watchlist,n_predicted,n_with_gap,rated_mean,crowd_lo,crowd_hi,rated_median_votes,rated_votes_p75,runtime_min,vote_average_min,vote_count_min,popularity_min,runtime_max,vote_average_max,vote_count_max,popularity_max,film_year_min,film_year_max,genre_vocab,recent_from,recent_mean,n_coming_watchlist,n_coming_popular,no_runtime_yet
2026-09-24,GB,52,52,50,3.2922535211267605,5.5931,8.209775,3436.0,7895.25,13,0.0,0,1.5632,242,8.8,40184,690.8873,1975,2026,Action|Adventure|Animation|Comedy|Crime|Drama|Family|Fantasy|Horror|Mystery|Romance|Science Fiction|Thriller,2020,3.1812297734627832,0,20,How to Rob a Bank|Klara and the Sun|The Further Mis-Adventures of Cliff Booth|The Hunger Games: Sunrise on the Reaping
