film_uri,rank,neighbour_key,neighbour_title,neighbour_year,neighbour_rating,neighbour_tmdb_id,neighbour_poster,share,neighbour_sensitive
https://boxd.it/uo2u,5,The Mandalorian and Grogu (2026),The Mandalorian and Grogu,2026,2.5,1228710.0,/uwMKWjcNID0D9jjplsjkQS2OrB4.jpg,0.026040666,False
https://boxd.it/ugoM,1,Spider-Man: Brand New Day (2026),Spider-Man: Brand New Day,2026,3.5,969681.0,/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg,0.056394134,False
https://boxd.it/ugoM,2,Mayday (2026),Mayday,2026,2.0,1137844.0,/hVXjX1jLZ1ljFSNGXpjJfbTUOa7.jpg,0.056253783,False
https://boxd.it/ugoM,3,The Mandalorian and Grogu (2026),The Mandalorian and Grogu,2026,2.5,1228710.0,/uwMKWjcNID0D9jjplsjkQS2OrB4.jpg,0.05407477,False
https://boxd.it/ugoM,4,Mortal Kombat II (2026),Mortal Kombat II,2026,2.0,931285.0,/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,0.053276986,False
https://boxd.it/ugoM,5,Obsession (2025),Obsession,2025,4.0,1339713.0,/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,0.05071443,False
https://boxd.it/hgl8,1,War for the Planet of the Apes (2017),War for the Planet of the Apes,2017,4.0,281338.0,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,0.034425333,False
https://boxd.it/hgl8,2,Kingdom of the Planet of the Apes (2024),Kingdom of the Planet of the Apes,2024,3.5,653346.0,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,0.030880293,False
https://boxd.it/hgl8,3,The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show,1975,1.5,36685.0,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,0.026588703,False
https://boxd.it/hgl8,4,The Fall Guy (2024),The Fall Guy,2024,4.0,746036.0,/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg,0.024263699,False
https://boxd.it/hgl8,5,Masters of the Universe (2026),Masters of the Universe,2026,3.0,454639.0,/oRuyGUHdoaQxWP3SDfafGkStxTC.jpg,0.02248108,False
https://boxd.it/pf68,1,Masters of the Universe (2026),Masters of the Universe,2026,3.0,454639.0,/oRuyGUHdoaQxWP3SDfafGkStxTC.jpg,0.03171947,False
https://boxd.it/pf68,2,Send Help (2026),Send Help,2026,3.0,1198994.0,/zbJWVHOtj3ljBzWgL1P8pxP03Up.jpg,0.031504128,False
https://boxd.it/pf68,3,The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show,1975,1.5,36685.0,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,0.031326197,False
https://boxd.it/pf68,4,The Mandalorian and Grogu (2026),The Mandalorian and Grogu,2026,2.5,1228710.0,/uwMKWjcNID0D9jjplsjkQS2OrB4.jpg,0.028430553,False
https://boxd.it/pf68,5,The Last Sunrise (2026),The Last Sunrise,2026,2.5,1516698.0,/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,0.025829481,False
https://boxd.it/qTXe,1,The Last Sunrise (2026),The Last Sunrise,2026,2.5,1516698.0,/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,0.036274176,False
https://boxd.it/qTXe,2,Send Help (2026),Send Help,2026,3.0,1198994.0,/zbJWVHOtj3ljBzWgL1P8pxP03Up.jpg,0.026516259,False
https://boxd.it/qTXe,3,The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show,1975,1.5,36685.0,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,0.025145797,False
https://boxd.it/qTXe,4,Roald Dahl's Matilda the Musical (2022),Roald Dahl's Matilda the Musical,2022,3.0,668482.0,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,0.02353675,False
https://boxd.it/qTXe,5,The Mandalorian and Grogu (2026),The Mandalorian and Grogu,2026,2.5,1228710.0,/uwMKWjcNID0D9jjplsjkQS2OrB4.jpg,0.023274876,False
https://boxd.it/tdq4,1,The Last Sunrise (2026),The Last Sunrise,2026,2.5,1516698.0,/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,0.053445008,False
https://boxd.it/tdq4,2,Bottoms (2023),Bottoms,2023,4.0,814776.0,/jeyTQrNEpyE1LZIgVlswYh3sc34.jpg,0.031870045,False
https://boxd.it/tdq4,3,I Used to Be Funny (2023),I Used to Be Funny,2023,3.5,918287.0,/vL9osUSzKYdDphezKibmCjCH0xD.jpg,0.022918722,False
https://boxd.it/tdq4,4,The Drama (2026),The Drama,2026,3.5,1325734.0,/rnIOUhzwJDfgQakx8EjoNyItKgs.jpg,0.022797253,False
https://boxd.it/tdq4,5,Roald Dahl's Matilda the Musical (2022),Roald Dahl's Matilda the Musical,2022,3.0,668482.0,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,0.019491944,False
https://boxd.it/147m,1,War for the Planet of the Apes (2017),War for the Planet of the Apes,2017,4.0,281338.0,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,0.03689964,False
https://boxd.it/147m,2,Black Widow (2021),Black Widow,2021,3.0,497698.0,/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,0.03339368,False
https://boxd.it/147m,3,Masters of the Universe (2026),Masters of the Universe,2026,3.0,454639.0,/oRuyGUHdoaQxWP3SDfafGkStxTC.jpg,0.032776516,False
https://boxd.it/147m,4,Iron Man 2 (2010),Iron Man 2,2010,3.5,10138.0,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,0.029306265,False
https://boxd.it/147m,5,M3GAN 2.0 (2025),M3GAN 2.0,2025,2.5,1071585.0,/oekamLQrwlJjRNmfaBE4llIvkir.jpg,0.022792108,False
https://boxd.it/vkfm,1,The Last Sunrise (2026),The Last Sunrise,2026,2.5,1516698.0,/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,0.037337724,False
https://boxd.it/vkfm,2,The Drama (2026),The Drama,2026,3.5,1325734.0,/rnIOUhzwJDfgQakx8EjoNyItKgs.jpg,0.03587725,False
https://boxd.it/vkfm,3,Send Help (2026),Send Help,2026,3.0,1198994.0,/zbJWVHOtj3ljBzWgL1P8pxP03Up.jpg,0.03290307,False
https://boxd.it/vkfm,4,The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show,1975,1.5,36685.0,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,0.028223865,False
https://boxd.it/vkfm,5,Roald Dahl's Matilda the Musical (2022),Roald Dahl's Matilda the Musical,2022,3.0,668482.0,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,0.026345111,False
https://boxd.it/2E8W,1,Thunderbirds (2004),Thunderbirds,2004,4.5,14623.0,/1jH0vADEIvuRlkvJzLUW5nVO96d.jpg,0.034903273,False
